questionID,zj_ID,label
9693d0bb6d265c3e5a6e3591b675e990,16cf70685b1d4d2d5f67da1f873566fb,1
ac7f9a869590e5997be83d5185d967f4,4a7c3d0490ded2b0d47979b82b65698d,1
2ffc406b45bcbf57c6bd6aeaab140fbd,9ff5bd04ed9928added7ad112e63b667,1
3a6b9bce20e0ad837521a7a5ae161a30,27f0733ac033bbe083968c43ae7aaf4b,1
e96930f96e9b1caa3108b54a904a8063,1a6d8b3d443239f7b2458ef8b1485a56,1
6abababeb2b7f4fe4b766dac4afdc103,25a7fba3096176970c846bc9f2d73632,1
803e4b6b34cdce3af0790881620d0aca,7fe904ceb138d5f69440477670c199cf,1
cf1a68899606c425779370149e39c85a,a74f9c1c7f5bd76e1037b92054ef0f2b,1
d43072ab78f6f5ef768ade15a1ec0413,26bd1beeeefc9385a87cc936aa23320a,1
dc4bbfe7a03b77116f5d19126b97cc41,95a1c04a6c153b8735c153dce6996e73,1
dcbbc23d0cae3b30649b57a5cb1c5c55,27108b4dd468835c841cbd1785b36d70,1
3124f383462fc148e491028c23ed7ad9,27108b4dd468835c841cbd1785b36d70,1
d757988e4c290dc053b45f70c0ae8a46,841bd688eebcb18782f976d4f10ea078,1
4a8ca2560ffec1770fdb53833279e74c,aaa2acd0b3d8ffa004dba591fbd4aa07,1
80c29e503dda000511232517148b4de5,6c4a68408e2b34ef3fb4a9a261f490dc,1
3df71a9da5e37570554bf567d279f73c,b7c07571af380da89c4abc2eeb9fbbac,1
d65f1450ef24b2d1ba1614872f46c2bb,572143936ab45f221150a1501232b551,1
24a3f1da9c9a034c7f525bb61cea9814,ee2be625a0be87ed3b7b037f92f5b98b,1
880fccc10cd8ea6f29e49ab1e4d93b34,cf5b7a5bc5c9c545a02731f077d507bb,1
8a32f6f0c42c1c695aba2c2c3fafcbff,9707c198659b84bd9ed402592968652d,1
8cc470e1c655b5bbf6e8684509b44205,0920b4a97a881f7f1c6ff78d446ec5d2,1
74b77a238e9fb3a5f72bad149c7d5b78,5418f48b155edcfcd561b81ba96130e8,1
93f31d938eb6e733e8f644c5d6240137,e762764544c80dbe50770cd9f335edd8,1
c6b0bcfc04570bcf7a290e66f4d0841d,37fb898f60587c67a5605d908f03f37f,1
c1c1b69f76b3d35d1080ef6331b81913,bd802e39db6150bfa6839f715dbdd0c4,1
d31fdb452eddf9dc9ec3d68297473794,399980c22f84e45ecd2e3ac2b8b63e88,1
340005e54180f014f23ac68b50e23b46,cf5dc2fca3ba0741ed61e410275798a3,1
6e7228a659dcef9cd5ced7ba38530e7d,97aeda8256e62292666e4e8eda1b41ba,1
24132fca242c0098677b52d6ff05e598,2925a5d42113bf660add0cf9ae7cf6be,1
0f40d17451c73ee74c7ef5386b064874,ea3265c6676addd280f1eb4b1e891016,1
1ff6ce0d8f1691fb18da1abb961cb58f,e890336206c044473cc5716906388b28,1
a00f10b637dba42f34d8a88118429135,d8e5409ec1bcd0797a6a77c0495e9351,1
8abb4c493be7493e0ba11d4b6de62297,e1f3cafcf976d136cb0d7568a6cd1554,1
83d6f07fe608f88e5025a6d4dfb2b8c3,e3a4e2e8387d2640bb20f0d179119eff,1
7d5583430a06ff2c77e3779f7744e4eb,bfb3a76bf44e3e72f53113fc9f356015,1
9418f128ada8b7eee393f4f6f5eab02d,0f114c44ffb2a0f4daf3619bc3431ca0,1
bc98328566d5ff0b550a42bc442f0294,22dab52301293b9f1f291b3c43286d61,1
6131141d41c1540512e852a08e6a9261,c4917e2283cff3a9e964dc6144f90bee,1
39415e81b6408eb332e135c3c39f6e1a,a8efef989d415173598019ae2d647ca9,1
b43e61c72cdd37d95376bd6360d36971,6a8fa3cebd983ea6ff08ebd2f291c6ba,1
eb9eab7677927eeec960db517d622aeb,56474848b14665793c681d7788bf5249,1
5f18b8eac684cdbebe4937abf0fe3757,9990f57bbd6e6fec599e21b3332dba45,1
9e4c82cf8fc95ad1b507737dfebf12b5,c73842d19a994520157c2ed56b8bdbea,1
aac6d9d89af7b68bf3840b55963015f1,4d078522eb3c9c272d5d842594bf14d1,1
8cc470e1c655b5bbf6e8684509b44205,1ac04f4568dd14312c3cb9f745841274,1
9bb9554c911e10e01ecd6b6faacebcf1,6182ea9f637dbebd2fd4feec1a2ee262,1
32d7824979c7a4494d09ab484a06ef91,2d51484f9afa2d732ee11181f031a1d4,1
875fa799e53f61faa279834410c3801d,bec0521ba111aaaaa94a1571edf71740,1
39b402c90bda0ba4b5fe125ac865b442,b780fe7b8cce653fc086916108341cb0,1
2660506750bffadf790800c711dd4ccf,8964cc496f9c29950e836e4716cb78ba,1
c9afd91ccbebd797e609530a73794a6e,53e15f78bd0921500b55e7c97ddde834,1
9e7b4388d302c479ab373cb4e645818a,d3d7413cc7aeae64bf8b18906a84b251,1
e89ab7b4d82c16e073b707e1d0442873,aba6e922093b49aaa39464f0c636751b,1
05d2ee1563c23dc78ba4a5e0f8ba09d2,b6f888d59270cd3114fd544a31078736,1
8b4a472db109e98c45987ded24b582cd,f3d24c1ab4f18ac5150166450ace8a48,1
deb9abb2a8e49343377aefbe8e4f4aa9,85e58cd86ce0b46d13951bf033510c5d,1
93f80a2b1a1c06167ea2f0090113f328,40ea8a8e190945566254983df9de69f4,1
60e5f3342a44e23b0d838e3e1b88dc0b,d92dfdcd454e1cce746e5e922b7d02c3,1
508e352a7705ae039bbb43690b0faf36,696839b249a9c3c2b2a6b1671e19165c,1
0df619973838a52b985b1dc148e81cff,371d4139dde73279770aae185bf7dd4a,1
26407f4e4989714ebe1bb40cd16b4eea,2925a5d42113bf660add0cf9ae7cf6be,1
308d1685f67e1509d099c89cb31f108f,a007a650b8f663050d7114c93fcfce77,1
444921b00e5e280bad6153d9763900c4,9306313bd850053799f46b0bc46887a7,1
14293b550389354920ddbdfc6f81bbda,1ad36bcbadc5cb5ae5a0049e555f0e9e,1
6afbffb86c2fa45290ae5e5b3e7c9d40,72da74c4442332cc93103eb9138781b1,1
2f773f0cfe7a01c29e442dd02b38f947,d73cdafb042d89de3c75ab433d3e2322,1
e4446a17d57316f0a9c913b885ebe285,f7e242e72f286bafab5aeb7d292c0127,1
5e57e9bcbe111e4bf06c607bab1b8d02,362363eae50f21e6ff4d89856035459e,1
3bd2d5d79554ec40cb3bed998156d51a,766b394230d8dec8994e37890bdecd33,1
6f6a43479afc0f3e276cf7a79c177428,6e9e49461a9589f27224900a0840923b,1
2503299e3ea35ae7792001ec137887fe,dbb2b14ba91466b2d8389bcf299156c4,1
fdf9f3e8acc9737771d8a802a868fe8e,cae1d3ac0fe2de8759fbaeaa304bc97f,1
aa0f11110b8ff3b1eadb41cf2bef657a,37554b5e112de06a43370888a59349cc,1
078bd9696830b6effd5c96286659a434,feab299d43ececd04413f990943a98d3,1
7dac3808eeef5fd1b1864fea9b6194ec,cc6f942cdb36a130fb7a639b0df5c13b,1
6b96009ad9c225178027900f153a10a6,48448ead4e53442cd30c79c58fb7583f,1
bc4d4a13638839a16216617465a39ff3,b37f1d3aea08118a87f76c33dcd200a9,1
a7e21b08d7dfdd7cd372a0e4d540c7c6,fe2890bc4bbf1dac66854380ae6609e6,1
5dcb7baac8a530ed2dcaa0c97db7eaef,7cb83efccce21bcbee5af077fcdd7d6d,1
384e2c359543b9deccd29979ba93722d,e72d7f523d6bb2332c05de47e0883a6c,1
ab07533beba25dad668b49f44bc235ee,26b5738ff6becbe701ba3ad6b4b99e7a,1
8ac14dd375e446a5fb22580f918308a3,254ef1980dd7134515bd6b5e7836af27,1
bbd5be58a436656a0aff6946a352be79,51c339f6b150ad061bbd3c5ab7efd495,1
1054232ee5e49503325d350ba3687b96,3031f2f3bd7b0547d40d0f6245021dba,1
add652b3a7826d927a82cefe5aaa851a,6fbc4e83a7f208f9956402e43d16e2da,1
e1867f3ee958921251fbd8b5a524bccc,9a84f7e984bc8743b65ffafd1cfe88b7,1
a23ef374c013c2a8ba4df47f5f15f6a1,72c34de12aaef79ce4ac3858745cbcaa,1
e078aa89e4e1403b7942adc6985c146e,be5384062497559b041d8c0c15d4b817,1
ee6112f3a375c7b69a0c94e416e01eb1,dc10587fbe940cea24ad202e46021a32,1
0b04f9b414a7833522403e46f0ac84c5,970949591669769e6013df1bdec73d98,1
aebb949ccbcdcc52c16e5573a73c378f,78e72ed9ed0bd816a8587a8a1937d39a,1
a594062b6c3c52692a68c11d3b8f6bfa,c4250dbafae1f5ded694c66c6baa9a29,1
ac066f9801aa212913e7031dab264c99,f795324f7b3a19ba1fec8aaba3c815b4,1
9e49a138e19c875e81d11682625815e9,f1b53857099c35269deb4fe069626b45,1
e30f81a9d4f03f31dc5dd7cf47fe75b4,daa312e303f66a9611b89fe3ba0ceb95,1
5b629cd0a04c97f7ee24ba4ff951e84f,da16c3b446d3beacf9d86efa2363b085,1
ff200f403aaf291489f46b0a8e6aaf06,fe89b1100c774a852435bc6dfc6f0f6f,1
54e7cd9aeaf77ef08438b6d8cff065a5,72013b034938432b7c7f673b4e7cfa98,1
959c8838fcb77a971baa83aff916e853,6ca74990c52eebf69c21ac572487468b,1
f9076e38f4cbd43eff1c744b10ade56a,81e032a311ff6d9a71af6a5d91a17a66,1
5323eda00ef61e04bbe4ef3275cf08ed,76d2407a0b2834a4eeb1e6ac8ac4a7b7,1
6d79a222b0aa8463cdfee47f6c0cc6a1,78534051000e946f6432616839611c6a,1
d1995dea9839e89ba935a5184c12a7d7,e4bfb35b48651a7beb434df498581bff,1
b6a9b7f2acedef609ca3f1987561eca0,7e9537ebbc62abdb4bf1775c412a147c,1
c570b184f8de703836869bddad813b7c,fb5addc408fde6796950ad2405f1caa0,1
df975952f834068a1fb8b69459e7d54e,e29e88850d41effc7bbeb32204d6a575,1
f35888fcd3cc1ec71c91c4436f4ba8b1,121597abcac0e2cb34343801e9baadce,1
6ab478ba97787bac6d12426d940107c3,eada92ed95dd9219c82170912bf2420e,1
a20357bbb83b427cb6e8b53ac2b29afa,0740e7198f2bb3f4334b9dfeea66a96d,1
63229ccf834024573e912ede2565658a,ee2be625a0be87ed3b7b037f92f5b98b,1
78a063f313369b7183d47b1057e08fa2,6fbc4e83a7f208f9956402e43d16e2da,1
87800c5b2935004f45b5cc9b30e7cdae,a189490542460b1cffdbb0982aea232e,1
240aeb4b4251c349da55896a5a467715,dae05e01d6374e73b19142737da2be42,1
6d5e1dff2d2dd58ef4075a95cf59ef7b,a621086e13c02b0249b2eea99a77a0a4,1
b219f72189b3b7b08b225e5a401f95d4,f823e40446e763816f9d13bddc454c30,1
eacd41af97c7cc855b275a8a05ef2741,ab01652daaa15bcbbb21b7c02a8f3646,1
d11db563c7131382a444afd20b35a794,7dcec6703995bfa2787127d3c91f2661,1
64a9565b64f35e54f210015077d946b9,b30cf4a71e4d8bb0c34ac8c6837f1ed3,1
eaf1b259c2a2ec0566c7f6ff515473d8,ff33c2960b385622a765871d3cf2390c,1
bbb1d102aabbe4d0eaedd1ffaa3ee22f,cba052a524ec0feee285b50cf28967e7,1
10a44cb87a317e8fb4fc853e0a152744,b12445dac3b50275a4861d53e577299d,1
4102902ca5d762c9410f0c8f3cd2fb0f,e13062f0b6ba5e51a767df1ce1dcdebf,1
62b7f58f6334aba3f79014d90a37a302,c6e05968b8c03c5f7b4298ba65f99c48,1
c8a54a70591c156f4de244dd61a06fb3,79644feb9a214fe556c994a19cacc32e,1
efdf0018c9de4a4955fcc5fabba648ab,65d838832c8b46c198c0eca27b804617,1
c1c1b69f76b3d35d1080ef6331b81913,33148d4b69aae213b2b30219ab13749a,1
e32b77e7707d97c77d80b61c3fc6b116,b5f5e26b90078ef05c15470015fcd71c,1
390e412626acd2a0cf5b0a8f699563b8,4c01a56e4263525acd68cb6055c43f39,1
ee00093321ad9a7ca59e74c624480a4c,b1e9cb75e03e5970d0142c8ae24df831,1
69fd7fdc7c0a706dbbcff0c96fe1b261,183d40fb8d21710bb0f6673e76cd88d6,1
6e7228a659dcef9cd5ced7ba38530e7d,dc8a35e9144eecaa73d1ebc4c3690819,1
b88680c293ca62ae7b26526e9d9c769b,c5fb373635e7c020f88dac6d55cb7929,1
a67bef5688a4c1459a8e5b930d05ddbc,9b0b412daae8ef976f13c7c11b8bd19d,1
4da02137c18947d6db23c590f731dc2a,3a7ced128cb2ac09ff3cfc259b96666d,1
dfe0ac14429d3d873600a1faed340042,12d82ecd89bda7edbae9f2eb3c50bf83,1
8744c14bfd44279a3232188419e81de7,e31a00c9b834c229a6863634236618a1,1
fdccd6be096cbea8b0ab1469b770d6b8,5418f48b155edcfcd561b81ba96130e8,1
768022a60b263c6943b2b8aae6cbe53f,e61ccd9214966776e29b14918dcc2085,1
1c9249bc14c13d0158e825c25121ce02,22dab52301293b9f1f291b3c43286d61,1
ca2f00f1d887a0bea991e02f7bec92e6,177a3b68f66bc7dc139103594b1112a0,1
935bd36b654f5949420aee774e90593d,6b5ae37a0aca38d0ed96e34745b99274,1
737d2730dbec4f4e18fdf4ccfd66a656,72c34de12aaef79ce4ac3858745cbcaa,1
5e0ad00cf4112ea81fe73278be7f4a77,f1b05dd47969632bd877a4f3aa440ae5,1
75049b949485c775a58076f0243e0852,2e4b0ab21518969dae029c5532865731,1
7f8bbd8988974b72bd0317a4161adade,a2f90a2f54ce4b52d008f13c36e1e52e,1
51a42d62e3173c89c68a88fc563f006a,762563204a0be19fcf8ca4c26b154010,1
5ed38437523189f9ecde0f2a24b75e8b,a77099c30ee0aef6a92bfe42053f0d25,1
8a0317a814e0445ecd86ebdfd2155e61,3b4846e6a337314bb59975f62fc880b6,1
92b49748e6a6050964997730f5911469,37cd522c4bdc4a32d45183699bfa520d,1
a7b6d9c97c508834e588bee69fead174,af6363b0769b67a8b9dc146ad4ea923f,1
92476ad8cd7bbdf4147f1f68ca0734a3,f85418a010ed6d4f981e3ad314d4ebb8,1
f4fee50e76f9bf7c4aae81a15d79d3d8,b626d3bf2aa963b7dc2bbaa32a5ed545,1
2e77613cea4351e029a4b0374c12b4df,6c0c72e60a8c46285db81bf4a04bd474,1
fc3dae21cc2039194fc25ae55c3d0713,0ff37bada2697b803bfce282cfbc1c60,1
c0401aa5ca06a869abc3ffb23c4a8418,810590f9bd8e0bc0a79bca77d56a5892,1
547ecabb6e8952e9616dff6115fc0d60,d91aa0f4e7c0434d677f698fc4ec5f2e,1
428a997f2a5dc78a9af6610e3c4677a6,b29d6e418b1e776e3b95d2a2d525524d,1
cc105076a4b26db065d894404b5f7bf2,0a83a9e14c6fbb6568e2cf505a4da1fd,1
0e9064c024b284007afcd44457c81a07,b33a142faa76538807adb572152435f8,1
c18319ddcb344228b273e971f98ab275,0e996ce4c5c876c301b200bd09fd9dc0,1
106d7001e3874a650fcddcf9cf6a4b75,82e754f5a1cfb214e842f99cedf8c8dc,1
c46808db2c95163cb14702dcfdac57a1,34a78e0b15313324be28f1297d918ef9,1
ff5606952faecd3667bdb4f5ed63fcd9,0a83a9e14c6fbb6568e2cf505a4da1fd,1
d838e29c59c893f3db920bfe4cc33f26,628accb9a5266c764da6943de20ef29f,1
a35c0190ef079f7a60c8dfc285cf26f1,baefab666bfd60dbfe994adcfb01fa31,1
dd5f0c3ad1e8b43deff7288c1219c681,7356e448275e0bc0263c534ecb95b896,1
ee8d9f089dd97d3e8e9de0d33add38cc,6e7ee51cc5d1dc7be723a6a93e033e42,1
f032872e721ba507bc44cee4c93ed5a2,cc6f942cdb36a130fb7a639b0df5c13b,1
d30e159f20e3616ec0e465513a45914c,f70d06f9fc750309ee2a5bd714c6c52c,1
0c9fbccffd39216c188566ebd372dde5,7492366fcd062fb38104fc1ab3f65a4c,1
acfb3cb8b098edce11d216911c6ee51d,707e59ef816244479eabc04114f9ad75,1
72141f04de3c5362791cb94eb26fe1f0,7c1a7eeb0ca2f4ec4d40755ea9175e2a,1
7da32148c9db81e127229330f6cace53,590cd16fa093c8ce81bb18f4d73033b5,1
77e95c2cb5dbc545887d2442aa4705aa,dc10587fbe940cea24ad202e46021a32,1
8c9bedfed314d16cb9418a5bbe1dea66,609c6e31d5cb8d1f77d6cc0a2217060f,1
de8ac0376a95037d42abe5518a089144,c46e532dc432d04c63d873ceccc0cea1,1
83b219d1bbcab5ab39555f65c22790ac,26f89c11dc3bcea876356a93c33fed4f,1
21c3bdeae1383534c8f3851db42f0f86,c3b46f0523bc20304c3b1010689fd5fa,1
9521b33cbfed167d85af69a4704756e8,bb98d6a10614ae57ce7ff8363324579a,1
6af1d9cdf2826aea328cd554d0807299,95ed0c555508415eb63ee33a8100e0f4,1
668e11e4d4f5bb71d2ba98cfdda3350e,112439db25f368cbde24f4cef92bb515,1
664e165df023b07e1a16d1401c0b2a73,a3751d48240db461e55183412f0c4b6e,1
0180a440a9b9bce1cb9965d8f047de55,257f837c141669ea6776258c8c130783,1
6a6b9db8c61d5dbf3f6dd344bee1d3b4,3ba872a2a31e9f2aa7df378d7dd5ce2a,1
7a8c3ecc0ab87c9a0d2fecd0ac3a11b7,52e65333c449ecb1dde5ef1abd08e7da,1
969f5d5dd41f7702eb9ce5002bd9992b,9e5503401a7dad68ebc016570e09caa6,1
9c626e81bee20eb2ad8ae313ee9e6865,3c97c12172297eddc420f0672fdc1a5d,1
35e530c88d3f2b24e2c93a5e5133538d,4227081e07199ca4075ba65ab414c906,1
3f5e590471f5cdf23288f465e127ab46,885272e25d62400dd07a35b0fc1d9536,1
f8071a9c23d30789b92eb97ce5877670,a6de482a0d405cac01b937109f047656,1
8d859ab9b851e04216f1a29529bbb88d,6182ea9f637dbebd2fd4feec1a2ee262,1
03d795df4f665c859f7e61044425dbec,84f99df180b12a4aeed3faed5f08ebeb,1
3e576c22c7d9f547a9a9788ad44e82a3,c99d08bba08db79258b52437bbbe9f52,1
86362cdf2e7ed63be6a8c91ac10481da,5ea367f6745f9898d9fe0bf6e36d13e0,1
eab868cc0a6f346039abe08b4479c669,8038861668c813461d79dd92f894140c,1
13a8d74899fdfdd953746189fd677660,5863f2e82d59c28a99e9d85b4c7fcc9a,1
d1301aab746a652caf69e37ad029c154,5f55e681e3525d0cb2e3b0d6e235c003,1
ef736e33c06a42cb2f94b492fc04d6e2,9cf133f099cfb458d2f3c8ad902b462d,1
eb2f103d88f5de93c43b8289c668b645,a88fbf0be3ee68c170db2964af0caf24,1
1ff5af6275bbefe8b3a472dd2c4dc5d1,ffd1ab562062b396e3746dd692edbbae,1
06a30aeba6eef7193bb7fd006eca1517,d791326f0e28b9fa226819f6c2fd7883,1
d0e47122e3ae9eb2aa0121a39cd8869c,e9d31e16817b334e228d9cae0d0af519,1
4fe4b2f69a8ea78b9fbe1dc71b056d1e,c661003a3a35ae29fc11d6dc37cd78de,1
8b2b9a4017606cf4a5948437a3e79e1b,a6de482a0d405cac01b937109f047656,1
cc4444d3103319c12323da16f012b1fe,5ff0f02e0c36394f59305c91fec2ec42,1
39b5a440152208e2d83dcc77c38a6122,fc15ae5e7627d1f5b53101ec831a4f9b,1
580525f7480ddeeab986628a117a5317,47ca6f84889ec1dbc4e030387d7d7f2f,1
86185bc7e54d2b830611e6610881ea0d,26b6ba060ba6a66f1fda7c3366e1be63,1
9d8dbe898262285f6f8c6ce91d4e3ed4,5863f2e82d59c28a99e9d85b4c7fcc9a,1
a562447ab2d78b4d8ac8deeb081ed80a,9e42aa4f18a190ce430b08f49928754c,1
cfece897d102463509177559aef0d274,74f18c91f951da4b16cdf262ea33ad37,1
588535ef23eafc813258316eb7057926,be2d2d219043bbc30ce18868e790f24b,1
90ddb942a18b53391c18f5520e3349f5,ef610080eb2d78bc1bd782d4007d714b,1
bcc22cf1c681f80eb804c68c7ce6050e,d19980ec04ac0ef281f5a284ce7ac6e8,1
1ada2d6aa0081e2ae73ef2ec9d81e6c5,10d036d74363ee577bc67fd9a6104eed,1
afc6a2a67dc67369f70737f595d1ee95,376e720270235033259c6df9e7403792,1
aa97d969b9550c6173e9b1fe74f7624b,7e44f86bc9037ddef5ef2546432a81ec,1
47010ab1f300511a1cfcc29b078d70ca,bf67a326b20f174b499031abab8b888c,1
e68079cd47feb4c988b2734404e89e54,b804f04050baefae2d6560f5bc6eb5ca,1
d368af917b07f21943e4ec955e257777,afccb64003b766fb2de9867498c854d1,1
8f5798b0def0e59ab2d7a88cd6db15b1,e145826feefc397535b2dde8a1ad59d9,1
c503f8ead2e68f8746f8f817f7d4b237,93a6f88d19eb0c5ff6e47cd34e191c81,1
68e1d8c8272725156b7942f6ba98ca83,08ef9449df2b011c9595d2d3e954a915,1
10a44cb87a317e8fb4fc853e0a152744,ea82e918ef295c55c4b3b1040168ca81,1
ff90f2bc33c03f0cd8a48f01efaa529b,2610cd236e0b871448ce02d72f76baa7,1
88c74ccab8e10e8e754967dfb711c1c0,961fefb6aa1bc4788b02e7b166160390,1
4fe4b2f69a8ea78b9fbe1dc71b056d1e,1fd76ca5e22cd0b885bb9776c9efe926,1
76d24a6d3f7a2229fbdfedded5efb0eb,f2c6591fd0da56798c26428839302d6f,1
2daf2d952579496e13c9db619c7f45aa,32f90acf6a8bc5b1ae6aab0196a11f25,1
9607f893df8ef8c7231929efbfcda573,ff5a9f8523b4340ae8968ebe2ae87faf,1
6c76235f46d132686f8083d00b6d3c92,48448ead4e53442cd30c79c58fb7583f,1
2c01f0b5099ff495edfafb87fb96067c,550d8fef4fecbe972eeedcb446454df0,1
b06674d5f2135b4f296d25677a795f80,5edf50b4a31b3cdc13633fc59388c8b3,1
7dd008bb8241512f31b550388d6d421b,ffa83bc6c92cf966ff1eaf97399329e6,1
c6b1beb4c8a61de5a0138134826508a8,feeffc58adb90958674a453942109832,1
c7c1c0120ad853fea3076075915203d2,cd8d1bae1603662a79221251a40b341c,1
ae42e5d800df778744e58c4f66c0a45c,7a80a169ee4481890ea48c747e8cf2c9,1
0f0bef4fee4a1f41cdf83eaabf823aec,f3cbe94850bbf0334b9dcaf5b9ebcf9c,1
db795c5a0de0729ba9790594f04965d5,e26d5cebb543b66fdf8f678511649979,1
9465d3fbc41bbb76b0c6ce83bdc54cbc,64e1c3152b0ad8ab1a3b6bbda5d2bbe8,1
3277b3bc07680cf24989040c111341fb,2135a81f74b922ac46dcccbd60eb2d31,1
b340157fed166b0d24a6d2954cf61f46,cd4a0abd090bb23331069854f69c024a,1
c479d6af782dd92f148724aa4c60ab84,baefab666bfd60dbfe994adcfb01fa31,1
0443320a65c4b7301e41be5148b2266f,bdd7eff7477ea4b5758285dea4e57a68,1
af4b0612289a110f36d23ece9fe076ac,0ea084b5a0e84cdbc6e0bbde1c38c6ac,1
c984d71df2603ef2db4586e5138e74de,d001af144599e50a51730da52ae5bf2f,1
a7e21b08d7dfdd7cd372a0e4d540c7c6,f3d24c1ab4f18ac5150166450ace8a48,1
dcc66f425cc48e9fba4e870a947523bf,0e46f61114d65bee86fbca8302084529,1
4983c3cfd850e620463d296638ffd87e,98167d95e4ad51567b99054484666f85,1
1d75ef2319f9d48d9216d9c8a9ab1889,be3473610e7f1dd6dec2e973dd8b4962,1
c683f524873f46cf341512d36d869b5f,a73c6ab9b8821e0d646c2dd6ab20c461,1
37e6f580fce72e52206a2467a3197f00,a5cd7afe99ce6f14d450153b4501fe87,1
6cbb0af0d99870221b83c495df2e24cd,2cd44ca5fdfd9e8e5a7ca10b1c9bc39c,1
a23ef374c013c2a8ba4df47f5f15f6a1,0624e8dca01d714e1c59117de9062b68,1
3cf6c2ba670a49d215d9a9b1581b4c6d,33d643ed28f1b1d2dd9fb5ab9986f444,1
832ef551cdcd8592747e1b8e58c050d3,be41e71934e0ab4495f80303697daad2,1
f63fea6529ad4e98d9a2b6b2de78759e,e8011ddb638efca8df6aa9725a91454d,1
1dfe2ffdefb1ed8cad1eecdaae7bf0e5,28242883f1066fb74340988dafdcedae,1
e5ea37ca867769600964ed1adfaab4c8,e2136ea7a556b5fb4bd8874c44f6d895,1
1dcc35cda669f3c5377a3fd390882ed9,4c01a56e4263525acd68cb6055c43f39,1
aae5179d9ca3dfae276ae47fe97d3449,f6a81ec4dd27fbfbd54a906a747c8ee2,1
5bee26c547a5551a87da96e7e85027a4,84a27a838e6ad1efc30561511be2ec27,1
142c0883cafd5b51ed434aeb08873a5d,f3d24c1ab4f18ac5150166450ace8a48,1
719e840aaad1f6eabd8be3c5fa53510a,c146a068164d4c7bc064729790568394,1
ec8403427449ac00a39c9df13f512b89,61c5aa671f3ab5eb800ecb5d93ca5f96,1
58b2e77265859e3bde1d55bee87f7a01,2b1b29a560d7149beaa06448b89d7710,1
89b98fb4fffa95f0f637c81e21c79870,294f4108dfe4957c4646f5e962ee0ba8,1
c2e6fa8e4e0aaa7e551589ca941e45b0,fc0e8201447fb3c29c02771cea91c3e9,1
